Commanded Current, Current, Commanded Velocity, Velocity, Electrical Angle, Position Error, 
316, 399, 33314, 33546, 612, 281, 
297, 353, 33266, 33580, 755, -746, 
285, 422, 33266, 33594, 898, 128, 
464, 441, 33938, 33553, 18, -246, 
366, 336, 33538, 33498, 161, 849, 
366, 280, 33794, 33532, 305, 275, 
276, 295, 33442, 33601, 448, 372, 
282, 357, 33314, 33526, 592, -841, 
338, 333, 33778, 33553, 735, 627, 
376, 310, 34050, 33526, 878, -118, 
443, 360, 34354, 33526, 1021, 1638, 
328, 294, 33730, 33546, 141, 1506, 
284, 315, 33410, 33560, 284, -783, 
459, 364, 34114, 33485, 427, 336, 
406, 426, 33698, 33553, 571, -767, 
403, 404, 33890, 33526, 714, 896, 
346, 460, 33666, 33498, 857, 1168, 
373, 429, 33538, 33553, 1001, 323, 
343, 302, 33218, 33601, 120, 586, 
211, 345, 32978, 33574, 264, 401, 
314, 253, 33506, 33540, 407, -700, 
393, 403, 33986, 33553, 551, 734, 
332, 284, 33650, 33574, 694, 33, 
258, 272, 33298, 33567, 837, -873, 
443, 308, 34242, 33560, 980, 1214, 
381, 370, 33938, 33519, 100, 1911, 
327, 326, 33698, 33546, 243, 7, 
387, 389, 34018, 33594, 386, 1855, 
327, 469, 33522, 33560, 530, 1453, 
396, 353, 33778, 33546, 673, 1303, 
390, 337, 33650, 33532, 816, -104, 
358, 399, 33442, 33587, 960, -512, 
351, 388, 33170, 33553, 79, -1234, 
351, 332, 33522, 33553, 223, 644, 
293, 298, 33426, 33574, 366, 158, 
353, 376, 33810, 33553, 510, 1399, 
239, 335, 33122, 33532, 653, -26, 
302, 293, 33538, 33546, 796, -108, 
355, 318, 33826, 33498, 940, -543, 
308, 366, 33442, 33526, 59, -662, 
303, 306, 33618, 33540, 202, 371, 
374, 359, 33970, 33498, 345, 277, 
409, 334, 33858, 33553, 489, 39, 
250, 346, 33010, 33546, 632, -165, 
383, 353, 33794, 33540, 775, 210, 
398, 398, 33778, 33519, 919, 267, 
426, 413, 33682, 33574, 38, -782, 
256, 388, 33234, 33574, 182, 503, 
253, 278, 33218, 33546, 325, -326, 
311, 321, 33666, 33560, 469, 289, 
270, 293, 33218, 33567, 612, -1040, 
337, 313, 33730, 33505, 755, 174, 
239, 282, 33250, 33560, 899, -313, 
276, 377, 33474, 33560, 18, -274, 
207, 289, 33090, 33553, 161, 514, 
254, 301, 33298, 33574, 304, -370, 
453, 344, 34162, 33553, 448, 1721, 
385, 344, 33522, 33574, 591, -353, 
367, 305, 33474, 33580, 734, -419, 
426, 368, 33890, 33546, 878, 219, 
508, 438, 34130, 33505, 1021, 583, 
278, 351, 33138, 33553, 141, 119, 
343, 256, 33554, 33553, 284, -204, 
340, 294, 33762, 33519, 428, 821, 
285, 305, 33266, 33580, 571, -1434, 
276, 283, 33442, 33580, 714, -169, 
222, 226, 33122, 33546, 858, -1080, 
413, 294, 34098, 33526, 1001, 788, 
254, 222, 33218, 33567, 120, -139, 
268, 272, 33426, 33580, 263, -366, 
278, 300, 33330, 33580, 407, -1075, 
364, 431, 33650, 33532, 550, -463, 
347, 337, 33618, 33512, 693, -189, 
407, 328, 33890, 33567, 837, 724, 
425, 345, 33810, 33553, 980, 271, 
393, 403, 33714, 33560, 100, 905, 
316, 272, 33394, 33532, 243, -665, 
265, 282, 33410, 33587, 387, -23, 
331, 348, 33698, 33574, 530, -703, 
221, 308, 33170, 33553, 673, -11, 
239, 242, 33218, 33594, 817, -519, 
269, 313, 33474, 33546, 960, -709, 
350, 275, 33538, 33505, 79, -1665, 
309, 287, 33634, 33567, 222, 222, 
331, 321, 33698, 33540, 366, 353, 
337, 368, 33554, 33560, 509, 143, 
267, 328, 33154, 33546, 652, -559, 
251, 359, 33122, 33560, 796, -124, 
304, 337, 33234, 33574, 939, -1602, 
426, 375, 33570, 33540, 59, -1439, 
296, 275, 33282, 33580, 202, -417, 
199, 291, 33026, 33553, 346, -144, 
347, 282, 33682, 33526, 489, 142, 
256, 312, 33250, 33574, 632, 127, 
314, 316, 33666, 33560, 776, 1029, 
313, 320, 33730, 33546, 919, 347, 
373, 371, 33890, 33540, 38, -225, 
382, 303, 34034, 33526, 181, 1406, 
345, 319, 33746, 33560, 325, 68, 
422, 345, 33970, 33540, 468, -513, 
321, 323, 33250, 33526, 611, -955, 
331, 384, 33554, 33553, 755, 378, 
336, 386, 33506, 33594, 898, 430, 
503, 352, 34050, 33560, 18, 779, 
312, 277, 33266, 33540, 161, 73, 
289, 234, 33346, 33574, 305, -179, 
285, 316, 33570, 33560, 448, 150, 
303, 303, 33378, 33505, 591, -2157, 
296, 340, 33650, 33546, 735, 143, 
291, 259, 33602, 33574, 878, -504, 
384, 324, 34002, 33505, 1021, -48, 
252, 281, 33442, 33567, 140, 1735, 
311, 346, 33746, 33553, 284, 1094, 
386, 339, 33810, 33540, 427, 582, 
372, 356, 33474, 33567, 570, -1149, 
391, 301, 33714, 33560, 714, -286, 
335, 406, 33554, 33532, 857, 242, 
333, 343, 33282, 33580, 1001, -1059, 
329, 310, 33218, 33560, 120, 118, 
333, 234, 33410, 33587, 264, -114, 
269, 311, 33394, 33526, 407, -138, 
290, 368, 33410, 33587, 550, 126, 
390, 297, 33954, 33532, 694, 1336, 
275, 214, 33362, 33594, 837, -215, 
428, 348, 34274, 33519, 980, 1545, 
337, 311, 33730, 33574, 100, 1163, 
328, 284, 33682, 33532, 243, -587, 
341, 383, 33810, 33580, 386, 996, 
378, 401, 33666, 33567, 529, 322, 
420, 295, 33842, 33553, 673, 880, 
357, 378, 33650, 33532, 816, 1062, 
400, 354, 33634, 33580, 960, 441, 
313, 348, 32946, 33567, 79, -1662, 
334, 243, 33314, 33567, 223, -610, 
327, 297, 33650, 33553, 366, 682, 
427, 334, 34130, 33512, 509, 467, 
297, 312, 33410, 33526, 653, -68, 
240, 320, 33282, 33560, 796, -590, 
279, 377, 33570, 33532, 939, 891, 
279, 317, 33250, 33574, 59, -876, 
273, 276, 33458, 33567, 202, 227, 
292, 326, 33522, 33567, 345, -83, 
449, 461, 34370, 33519, 488, 2548, 
338, 373, 33570, 33540, 632, 1521, 
341, 341, 33586, 33567, 775, -213, 
366, 353, 33586, 33574, 919, -206, 
419, 402, 33698, 33601, 38, -241, 
365, 253, 33522, 33553, 182, 227, 
270, 262, 33346, 33553, 325, -510, 
238, 306, 33362, 33567, 468, 77, 
212, 234, 32834, 33580, 612, -1061, 
216, 317, 33218, 33553, 755, -766, 
354, 337, 34050, 33519, 898, 1036, 
271, 373, 33442, 33567, 18, 249, 
216, 340, 33330, 33553, 161, 878, 
237, 287, 33218, 33553, 304, -941, 
391, 288, 33714, 33519, 447, -656, 
451, 338, 33858, 33546, 591, 33, 
365, 342, 33634, 33546, 734, 420, 
360, 395, 33682, 33567, 878, 522, 
395, 396, 33522, 33567, 1021, -197, 
260, 315, 33010, 33601, 141, 357, 
317, 324, 33586, 33540, 284, 738, 
300, 258, 33474, 33546, 427, -164, 
392, 398, 33954, 33546, 571, -13, 
267, 338, 33458, 33567, 714, 444, 
283, 303, 33570, 33505, 857, 859, 
207, 300, 33090, 33615, 1001, -437, 
298, 216, 33362, 33567, 120, -885, 
330, 287, 33650, 33532, 263, -690, 
294, 368, 33394, 33587, 406, -670, 
323, 360, 33202, 33615, 550, -1029, 
334, 391, 33586, 33574, 693, 773, 
367, 391, 33730, 33580, 837, 1248, 
400, 440, 33810, 33567, 980, 1342, 
308, 337, 33026, 33532, 100, -553, 
256, 320, 33122, 33587, 243, -595, 
328, 300, 33714, 33560, 386, 353, 
307, 288, 33442, 33587, 530, -811, 
341, 317, 33714, 33526, 673, 950, 
259, 287, 33362, 33574, 816, 235, 
273, 311, 33426, 33532, 960, -565, 
284, 255, 33154, 33567, 79, -2142, 
320, 326, 33682, 33519, 222, -151, 
351, 312, 33714, 33512, 365, 20, 
476, 384, 34210, 33546, 509, 950, 
272, 362, 33186, 33560, 652, -91, 
217, 354, 32850, 33560, 796, -914, 
334, 385, 33330, 33587, 939, -632, 
524, 350, 33906, 33560, 59, -911, 
312, 317, 33298, 33574, 202, -738, 
295, 249, 33362, 33574, 345, 76, 
362, 336, 33810, 33546, 489, 813, 
312, 309, 33426, 33540, 632, -66, 
351, 313, 33746, 33546, 775, 645, 
373, 333, 33890, 33567, 919, 314, 
422, 348, 33970, 33519, 38, -617, 
367, 312, 33842, 33540, 181, 655, 
380, 364, 33922, 33532, 325, 1421, 
371, 350, 33602, 33560, 468, -242, 
325, 349, 33202, 33532, 611, -1815, 
283, 357, 33122, 33560, 755, -1115, 
365, 415, 33570, 33567, 898, -480, 
461, 485, 33954, 33512, 18, 668, 
283, 367, 33170, 33532, 161, 263, 
314, 265, 33426, 33532, 304, -922, 
339, 294, 33714, 33567, 448, -90, 
368, 314, 33618, 33512, 591, -1561, 
314, 347, 33634, 33546, 735, 700, 
290, 385, 33682, 33560, 878, 1577, 
360, 298, 33714, 33574, 1021, 651, 
332, 255, 33634, 33567, 140, 1171, 
353, 453, 33986, 33477, 284, 1317, 
435, 357, 33970, 33526, 427, 194, 
391, 393, 33538, 33580, 570, -1280, 
457, 371, 34050, 33519, 714, 803, 
291, 400, 33282, 33560, 857, 77, 
448, 413, 33874, 33540, 1001, 54, 
376, 331, 33458, 33546, 120, 318, 
365, 333, 33666, 33485, 263, -868, 
270, 287, 33298, 33512, 407, -943, 
338, 280, 33522, 33622, 550, -997, 
273, 372, 33506, 33540, 694, 1113, 
294, 316, 33586, 33519, 837, 297, 
330, 297, 33650, 33580, 980, -216, 
373, 296, 33762, 33519, 99, -305, 
305, 345, 33634, 33560, 243, 641, 
365, 351, 33810, 33580, 386, 1454, 
433, 391, 33906, 33546, 529, 23, 
404, 417, 33938, 33512, 673, 1096, 
323, 342, 33330, 33580, 816, -539, 
412, 404, 33698, 33519, 960, -276, 
359, 325, 33106, 33553, 79, -1600, 
332, 400, 33602, 33546, 222, 877, 
255, 277, 33234, 33580, 366, -331, 
358, 354, 33810, 33560, 509, 739, 
346, 300, 33602, 33540, 653, 55, 
267, 203, 33122, 33594, 796, -1171, 
315, 237, 33426, 33567, 939, -1724, 
363, 361, 33682, 33540, 58, -353, 
353, 282, 33778, 33546, 202, 1012, 
311, 371, 33618, 33540, 345, 489, 
414, 367, 33970, 33567, 488, 1360, 
385, 311, 33602, 33560, 632, 647, 
380, 353, 33682, 33532, 775, -298, 
379, 429, 33714, 33540, 919, 213, 
435, 417, 33634, 33560, 38, -667, 
280, 333, 33202, 33574, 181, 47, 
207, 315, 33042, 33540, 325, -617, 
322, 353, 33794, 33546, 468, 1078, 
268, 295, 33218, 33567, 612, 159, 
319, 265, 33554, 33532, 755, -602, 
337, 340, 33906, 33519, 898, 441, 
332, 351, 33682, 33553, 17, 497, 
291, 284, 33554, 33587, 161, 302, 
318, 276, 33602, 33574, 304, 43, 
323, 282, 33442, 33574, 447, -1034, 
354, 353, 33394, 33567, 591, -686, 
396, 348, 33842, 33553, 734, 966, 
492, 373, 34306, 33540, 877, 1974, 
472, 391, 34002, 33546, 1021, 680, 
274, 273, 32962, 33587, 140, -236, 
307, 240, 33410, 33567, 284, -236, 
326, 221, 33554, 33526, 427, -927, 
307, 362, 33538, 33574, 571, -192, 
246, 300, 33314, 33553, 714, -721, 
249, 286, 33394, 33546, 857, 18, 
342, 312, 33826, 33560, 1000, 382, 
283, 304, 33474, 33519, 120, 986, 
339, 327, 33858, 33553, 263, 131, 
346, 279, 33602, 33574, 406, -1006, 
418, 400, 33842, 33526, 550, 25, 
275, 311, 33154, 33574, 693, -522, 
311, 326, 33394, 33567, 836, 220, 
397, 379, 33730, 33546, 980, 235, 
304, 372, 33170, 33505, 99, -407, 
361, 376, 33874, 33560, 243, 1188, 
259, 270, 33410, 33594, 386, 327, 
351, 368, 33858, 33519, 530, 433, 
292, 275, 33474, 33580, 673, 467, 
299, 213, 33474, 33587, 816, -357, 
274, 329, 33554, 33546, 960, 365, 
319, 197, 33266, 33560, 79, -2098, 
224, 268, 33218, 33587, 222, -1257, 
303, 263, 33458, 33567, 365, -1181, 
401, 294, 33730, 33574, 509, -366, 
329, 358, 33522, 33553, 652, 860, 
346, 366, 33602, 33526, 795, -17, 
408, 383, 33746, 33540, 939, -18, 
408, 402, 33570, 33574, 58, -663, 
322, 311, 33442, 33587, 202, 926, 
344, 315, 33746, 33498, 345, 452, 
377, 333, 33906, 33546, 489, 55, 
291, 281, 33346, 33567, 632, -670, 
368, 259, 33778, 33540, 775, -296, 
322, 275, 33618, 33615, 919, -302, 
309, 343, 33474, 33574, 38, -745, 
255, 269, 33250, 33567, 181, -495, 
263, 309, 33330, 33587, 324, 148, 
260, 367, 33218, 33567, 468, 621, 
296, 324, 33058, 33526, 611, -1240, 
293, 385, 33314, 33553, 754, -682, 
357, 394, 33634, 33560, 898, 656, 
464, 419, 33970, 33532, 17, 437, 
389, 295, 33666, 33519, 161, 637, 
241, 253, 33058, 33567, 304, -1334, 
333, 255, 33602, 33546, 448, -36, 
230, 300, 32866, 33553, 591, -2716, 
371, 366, 34018, 33532, 734, 1426, 
305, 380, 33778, 33526, 878, 1507, 
342, 399, 33874, 33532, 1021, 1293, 
303, 329, 33650, 33532, 140, 1383, 
296, 316, 33442, 33498, 283, -1875, 
309, 334, 33330, 33567, 427, -750, 
453, 356, 33858, 33567, 570, -921, 
360, 303, 33522, 33560, 713, -1037, 
296, 386, 33282, 33567, 857, -50, 
404, 362, 33602, 33580, 1000, -17, 
318, 376, 33218, 33532, 120, 499, 
306, 237, 33218, 33540, 263, -1521, 
322, 300, 33714, 33580, 407, 525, 
366, 336, 33794, 33594, 550, -44, 
336, 294, 33698, 33532, 693, 467, 
208, 256, 33058, 33532, 837, -805, 
221, 262, 33122, 33608, 980, -1041, 
260, 262, 33202, 33574, 99, -1047, 
294, 351, 33682, 33560, 242, 512, 
369, 378, 33922, 33546, 386, 1555, 
405, 363, 33778, 33567, 529, -128, 
317, 361, 33490, 33540, 672, 412, 
375, 390, 33794, 33532, 816, 607, 
365, 412, 33602, 33526, 959, -358, 
365, 321, 33298, 33546, 79, -1391, 
297, 337, 33458, 33546, 222, 463, 
342, 373, 33986, 33498, 366, 1693, 
323, 337, 33730, 33560, 509, 666, 
320, 310, 33618, 33567, 652, 1542, 
188, 265, 32994, 33567, 796, -620, 
313, 330, 33714, 33553, 939, 602, 
320, 314, 33458, 33553, 58, -882, 
228, 300, 33282, 33532, 201, 141, 
353, 289, 33746, 33560, 345, 507, 
371, 368, 33810, 33560, 488, 1665, 
390, 314, 33714, 33532, 631, 849, 
408, 311, 33858, 33574, 775, 254, 
371, 390, 33682, 33560, 918, 306, 
438, 378, 33634, 33567, 38, -981, 
291, 269, 33090, 33553, 181, -1373, 
343, 221, 33538, 33574, 325, -836, 
331, 292, 33666, 33580, 468, -45, 
289, 221, 33074, 33560, 611, -2044, 
354, 317, 33794, 33567, 755, 59, 
252, 274, 33314, 33574, 898, -792, 
333, 292, 33538, 33546, 17, -1405, 
305, 380, 33794, 33553, 160, 1641, 
333, 252, 33586, 33574, 304, -374, 
380, 290, 33586, 33546, 447, -1070, 
358, 279, 33250, 33567, 590, -1904, 
360, 373, 33602, 33540, 734, 98, 
403, 328, 33746, 33546, 877, 61, 
427, 450, 33826, 33546, 1021, 690, 
411, 351, 33810, 33553, 140, 1810, 
291, 399, 33618, 33519, 284, 1527, 
301, 268, 33554, 33540, 427, 108, 
337, 272, 33522, 33587, 570, -1227, 
326, 292, 33746, 33574, 714, 1155, 
221, 262, 33202, 33546, 857, -1104, 
259, 332, 33474, 33580, 1000, 338, 
251, 227, 33202, 33553, 120, -1093, 
358, 296, 33890, 33574, 263, 269, 
379, 375, 33874, 33540, 406, 459, 
378, 430, 33666, 33560, 549, -373, 
327, 322, 33458, 33580, 693, -104, 
330, 349, 33474, 33560, 836, -80, 
319, 343, 33234, 33567, 980, -326, 
351, 315, 33266, 33580, 99, -652, 
324, 257, 33410, 33560, 243, -247, 
278, 323, 33506, 33532, 386, 101, 
342, 344, 33714, 33519, 529, -85, 
285, 289, 33410, 33574, 673, 944, 
267, 316, 33458, 33553, 816, 80, 
321, 285, 33618, 33498, 959, -1171, 
389, 321, 33810, 33519, 79, -889, 
282, 237, 33362, 33574, 222, -572, 
272, 308, 33282, 33553, 365, -932, 
372, 437, 33810, 33532, 508, 954, 
343, 352, 33554, 33574, 652, 1102, 
326, 340, 33394, 33567, 795, -207, 
433, 392, 33906, 33546, 939, 167, 
449, 385, 33650, 33546, 58, -1227, 
279, 352, 33202, 33540, 202, 240, 
297, 235, 33330, 33553, 345, -772, 
321, 295, 33586, 33574, 488, 335, 
244, 286, 33026, 33567, 632, -856, 
284, 240, 33266, 33580, 775, -1385, 
351, 350, 33922, 33553, 918, 1353, 
331, 352, 33586, 33546, 38, -124, 
240, 364, 33378, 33574, 181, 387, 
302, 342, 33506, 33574, 324, 448, 
334, 391, 33554, 33540, 467, 929, 
416, 363, 33746, 33526, 611, 251, 
304, 356, 33314, 33567, 754, -288, 
362, 425, 33698, 33567, 898, 796, 
416, 410, 33634, 33567, 17, -691, 
303, 289, 33186, 33567, 161, -535, 
299, 335, 33522, 33546, 304, 585, 
266, 279, 33378, 33540, 447, -101, 
359, 383, 33810, 33519, 591, -84, 
310, 366, 33698, 33532, 734, 716, 
339, 352, 33970, 33532, 877, 1700, 
344, 371, 33874, 33567, 1021, 1544, 
279, 243, 33426, 33567, 140, 214, 
304, 323, 33522, 33485, 283, -1216, 
279, 296, 33218, 33615, 427, -1261, 
407, 363, 33570, 33553, 570, -1816, 
424, 349, 33922, 33540, 713, 194, 
380, 365, 33746, 33560, 857, 240, 
419, 422, 33810, 33526, 1000, 236, 
386, 341, 33570, 33526, 120, 814, 
279, 255, 33154, 33540, 263, -1932, 
250, 236, 33250, 33594, 406, -746, 
343, 376, 33746, 33560, 550, 511, 
223, 276, 33106, 33587, 693, -641, 
237, 251, 33250, 33567, 836, -124, 
352, 365, 33954, 33546, 980, 1942, 
281, 283, 33314, 33553, 99, -89, 
290, 334, 33634, 33574, 242, 647, 
363, 296, 33746, 33574, 386, 494, 
424, 444, 34002, 33546, 529, 524, 
354, 336, 33618, 33553, 672, 883, 
291, 363, 33330, 33553, 816, 473, 
321, 365, 33314, 33553, 959, -790, 
326, 339, 33042, 33560, 79, -2079, 
321, 312, 33474, 33560, 222, 62, 
304, 283, 33602, 33560, 365, 1024, 
352, 392, 33922, 33532, 509, 1375, 
353, 294, 33810, 33560, 652, 1356, 
288, 371, 33650, 33498, 795, 861, 
410, 265, 34082, 33540, 939, 76, 
327, 319, 33538, 33560, 58, -1200, 
317, 329, 33762, 33512, 201, 440, 
406, 373, 34210, 33546, 345, 1399, 
368, 376, 33762, 33574, 488, 949, 
312, 303, 33266, 33574, 631, -303, 
420, 404, 33986, 33546, 775, 536, 
424, 395, 33938, 33519, 918, -26, 
399, 411, 33442, 33560, 38, -417, 
314, 367, 33330, 33546, 181, 262, 
284, 371, 33538, 33560, 324, 1257, 
355, 304, 33826, 33546, 468, 768, 
251, 250, 32994, 33567, 611, -1972, 
274, 291, 33362, 33574, 755, -587, 
261, 289, 33298, 33587, 898, -545, 
250, 311, 33154, 33580, 17, -1248, 
323, 251, 33586, 33580, 160, 476, 
309, 293, 33458, 33580, 304, -197, 
328, 356, 33426, 33587, 447, -228, 
336, 317, 33234, 33615, 590, -743, 
425, 340, 33810, 33532, 734, 645, 
383, 382, 33682, 33560, 877, 451, 
519, 448, 34258, 33532, 1021, 1379, 
343, 344, 33426, 33553, 140, 1515, 
363, 371, 33826, 33505, 283, 1017, 
297, 270, 33394, 33546, 427, -582, 
311, 314, 33330, 33560, 570, -1738, 
375, 324, 33906, 33526, 714, 783, 
289, 318, 33570, 33560, 857, 593, 
365, 334, 33858, 33546, 1000, 128, 
186, 226, 32770, 33574, 119, -1885, 
418, 383, 34290, 33567, 263, 1799, 
277, 313, 33186, 33594, 406, -781, 
459, 389, 33890, 33553, 549, -805, 
304, 341, 33282, 33615, 693, 398, 
415, 340, 33858, 33560, 836, 587, 
419, 394, 33778, 33540, 980, 1180, 
333, 313, 33058, 33567, 99, -1402, 
229, 316, 32946, 33574, 242, -514, 
317, 276, 33538, 33580, 386, 453, 
334, 300, 33586, 33540, 529, -1215, 
237, 294, 33234, 33594, 673, 536, 
276, 198, 33250, 33580, 816, -1096, 
293, 268, 33442, 33512, 959, -1429, 
282, 323, 33314, 33553, 78, -825, 
296, 317, 33602, 33553, 222, 114, 
268, 309, 33314, 33553, 365, -548, 
460, 401, 34210, 33532, 508, 1426, 
391, 387, 33874, 33546, 652, 2085, 
280, 361, 33218, 33526, 795, -1302, 
436, 379, 33890, 33574, 939, -289, 
400, 381, 33490, 33560, 58, -1062, 
290, 307, 33266, 33580, 201, -313, 
333, 357, 33826, 33546, 345, 1760, 
315, 311, 33666, 33553, 488, 632, 
284, 348, 33458, 33540, 632, 1241, 
271, 286, 33410, 33574, 775, 108, 
356, 281, 33874, 33574, 918, 132, 
371, 389, 33954, 33526, 37, 628, 
265, 332, 33538, 33553, 181, 818, 
284, 421, 33698, 33553, 324, 1222, 
278, 309, 33186, 33540, 467, -1896, 
327, 261, 33202, 33567, 611, -1237, 
262, 362, 33202, 33574, 754, -481, 
321, 371, 33458, 33567, 898, 126, 
433, 459, 33938, 33546, 17, 841, 
321, 346, 33474, 33546, 160, 589, 
234, 276, 33138, 33532, 304, -1072, 
318, 281, 33714, 33512, 447, -39, 
260, 346, 33282, 33574, 591, -603, 
365, 264, 33906, 33560, 734, 77, 
280, 341, 33682, 33526, 877, 662, 
329, 335, 33778, 33560, 1020, 888, 
262, 325, 33522, 33526, 140, 2149, 
224, 293, 33170, 33553, 283, -1210, 
406, 336, 33906, 33526, 426, 48, 
341, 390, 33362, 33546, 570, -876, 
302, 357, 33346, 33567, 713, -503, 
320, 436, 33618, 33560, 857, 1065, 
396, 355, 33618, 33580, 1000, -348, 
342, 360, 33330, 33491, 119, -608, 
260, 292, 33154, 33526, 263, -1291, 
279, 322, 33474, 33540, 406, -250, 
347, 398, 33794, 33580, 550, 1332, 
256, 323, 33394, 33553, 693, 979, 
344, 271, 33842, 33540, 836, 1044, 
223, 257, 33122, 33615, 980, 139, 
272, 332, 33362, 33532, 99, -335, 
350, 316, 33874, 33553, 242, 366, 
360, 356, 33746, 33546, 385, -150, 
384, 448, 33762, 33567, 529, 67, 
365, 318, 33602, 33546, 672, 706, 
328, 414, 33554, 33505, 816, 912, 
347, 378, 33410, 33526, 959, -640, 
308, 333, 33026, 33594, 78, -1457, 
247, 340, 33122, 33532, 222, -86, 
285, 311, 33554, 33505, 365, -117, 
384, 374, 34082, 33540, 509, 910, 
232, 313, 33218, 33567, 652, -349, 
328, 238, 33634, 33540, 795, -1202, 
346, 288, 33810, 33546, 939, 15, 
298, 277, 33298, 33580, 58, -1983, 
319, 269, 33666, 33532, 201, -196, 
284, 325, 33490, 33587, 344, -54, 
342, 342, 33586, 33580, 488, 228, 
312, 300, 33234, 33580, 631, 198, 
404, 330, 33794, 33560, 775, 169, 
410, 384, 33810, 33532, 918, -368, 
463, 417, 33794, 33512, 37, -689, 
361, 326, 33538, 33546, 181, 548, 
351, 324, 33778, 33526, 324, 835, 
313, 356, 33698, 33546, 468, 780, 
255, 287, 33026, 33546, 611, -1265, 
312, 322, 33650, 33594, 754, 1399, 
322, 307, 33682, 33546, 898, 680, 
339, 363, 33682, 33540, 17, -301, 
293, 243, 33506, 33580, 160, -3, 
340, 313, 33746, 33574, 303, 1079, 
341, 364, 33554, 33580, 447, -313, 
378, 340, 33474, 33580, 590, -638, 
280, 308, 33138, 33580, 733, -345, 
429, 340, 33906, 33540, 877, 715, 
527, 378, 34242, 33519, 1020, 627, 
354, 288, 33442, 33580, 140, 842, 
297, 288, 33378, 33512, 283, -573, 
241, 322, 33298, 33574, 427, -212, 
313, 344, 33474, 33601, 570, -772, 
360, 344, 33890, 33526, 713, 1027, 
231, 272, 33234, 33532, 857, -482, 
314, 275, 33538, 33560, 1000, -323, 
223, 205, 32930, 33553, 119, -2073, 
288, 372, 33602, 33553, 262, -19, 
288, 311, 33234, 33587, 406, -1084, 
419, 347, 33618, 33567, 549, -1239, 
295, 346, 33250, 33615, 692, -268, 
308, 322, 33282, 33574, 836, 117, 
357, 373, 33394, 33540, 979, -474, 
402, 398, 33570, 33532, 99, -51, 
317, 325, 33490, 33574, 242, 160, 
272, 278, 33378, 33567, 386, 165, 
331, 310, 33634, 33526, 529, -684, 
274, 283, 33442, 33587, 672, 719, 
310, 269, 33650, 33546, 816, 451, 
248, 328, 33362, 33505, 959, -836, 
256, 327, 33218, 33560, 78, -581, 
338, 292, 33746, 33512, 221, -780, 
328, 315, 33602, 33546, 365, -598, 
374, 352, 33634, 33567, 508, -288, 
294, 305, 33202, 33574, 651, 126, 
277, 367, 33218, 33574, 795, -322, 
406, 390, 33826, 33574, 938, 435, 
472, 358, 33826, 33553, 58, -885, 
286, 248, 33074, 33546, 201, -2004, 
204, 295, 33026, 33580, 345, -670, 
302, 393, 33682, 33546, 488, 1686, 
325, 287, 33490, 33546, 631, 863, 
250, 284, 33234, 33553, 775, -862, 
301, 285, 33554, 33540, 918, -785, 
331, 312, 33506, 33546, 37, -1704, 
223, 281, 33138, 33553, 181, -564, 
225, 339, 33186, 33553, 324, 282, 
326, 303, 33362, 33540, 467, -1057, 
374, 307, 33442, 33546, 610, -1404, 
368, 373, 33730, 33553, 754, 411, 
374, 418, 33778, 33519, 897, -225, 
476, 394, 33938, 33532, 17, -95, 
239, 330, 32962, 33601, 160, 310, 
255, 292, 33186, 33553, 304, -395, 
215, 309, 33106, 33567, 447, -358, 
372, 312, 33666, 33532, 590, -609, 
234, 318, 33234, 33580, 734, 400, 
217, 331, 33234, 33532, 877, -4, 
340, 361, 33794, 33560, 1020, 1285, 
293, 274, 33474, 33540, 140, 974, 
269, 356, 33474, 33540, 283, 328, 
337, 381, 33634, 33546, 426, 418, 
458, 419, 34034, 33491, 569, 97, 
320, 357, 33506, 33553, 713, 388, 
366, 450, 33842, 33526, 856, 954, 
343, 399, 33394, 33587, 1000, 394, 
266, 301, 32834, 33526, 119, -1591, 
246, 293, 33122, 33560, 263, -1229, 
341, 311, 33810, 33567, 406, 45, 
334, 369, 33698, 33574, 549, 484, 
319, 333, 33666, 33546, 693, 382, 
320, 241, 33634, 33553, 836, 70, 
299, 298, 33618, 33560, 979, 470, 
259, 232, 33138, 33594, 99, -1544, 
360, 248, 33778, 33580, 242, -366, 
429, 304, 34034, 33519, 385, -16, 
459, 437, 34146, 33519, 528, 721, 
301, 376, 33378, 33567, 672, 908, 
382, 371, 33794, 33519, 815, 985, 
449, 372, 33954, 33540, 959, 488, 
330, 374, 33218, 33574, 78, -1402, 
312, 316, 33442, 33540, 222, 500, 
266, 250, 33362, 33546, 365, -819, 
340, 304, 33762, 33567, 509, 58, 
287, 228, 33330, 33580, 652, 362, 
264, 254, 33298, 33580, 795, -472, 
345, 301, 33826, 33553, 938, 472, 
324, 279, 33426, 33567, 58, -1364, 
323, 260, 33682, 33546, 201, 123, 
314, 263, 33538, 33587, 344, -354, 
322, 413, 33618, 33560, 488, 1237, 
391, 327, 33730, 33574, 631, 1811, 
370, 290, 33634, 33574, 774, -280, 
310, 419, 33442, 33560, 918, -110, 
456, 436, 33810, 33505, 37, -762, 
381, 338, 33698, 33567, 181, 459, 
338, 291, 33714, 33546, 324, 734, 
325, 357, 33826, 33532, 468, 927, 
264, 287, 33106, 33540, 611, -1573, 
358, 312, 33842, 33553, 754, 654, 
253, 323, 33362, 33505, 897, -635, 
342, 341, 33762, 33615, 17, 192, 
242, 282, 33298, 33560, 160, -497, 
